step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,orig_balance_error,dest_balance_error,orig_error_flag,dest_error_flag,is_transfer,is_cash_out,log_amount
469,262204.1,20844.0,0.0,0.0,262204.1,0,-241360.09999999998,0.0,1,0,0,1,12.476882300923487
204,61597.71,0.0,0.0,1407324.46,1468922.16,0,-61597.71,0.010000000009313226,1,0,0,1,11.028396207743892
308,85475.59,20461.0,0.0,38493.49,123969.08,0,-65014.59,-1.4551915228366852e-11,1,0,0,1,11.355997816264876
401,978468.35,5572.0,0.0,1155220.35,2138523.98,0,-972896.35,-4835.279999999795,1,1,1,0,13.793744741873411
20,94985.51,0.0,0.0,101838.71,4738.31,0,-94985.51,192085.91,1,1,0,1,11.461490160499723
13,77566.34,100206.42,22640.08,4419062.6,4496628.95,0,0.0,-0.010000000707805157,0,0,0,1,11.258901741289366
34,307061.8,11231.0,0.0,0.0,543475.02,0,-295830.8,-236413.22000000003,1,1,0,1,12.634807565910323
14,122149.28,0.0,0.0,2087089.4,2259743.76,0,-122149.28,-50505.080000000075,1,1,0,1,11.713007368946869
135,387538.33,40272.0,0.0,0.0,387538.33,0,-347266.33,0.0,1,0,0,1,12.867572619399283
161,19880.2,0.0,0.0,87779.35,107659.55,0,-19880.2,0.0,1,0,0,1,9.89752984056188
398,219087.72,29263.0,0.0,0.0,219087.72,0,-189824.72,0.0,1,0,0,1,12.297232040917304
329,212611.45,221872.0,9260.55,311246.81,523858.26,0,-1.0913936421275139e-11,0.0,0,0,1,0,12.267226303852704
484,67692.41,67692.41,0.0,25595.6,93288.0,0,0.0,0.010000000009313226,0,0,0,1,11.122744112951176
347,39393.56,0.0,0.0,390872.22,430265.78,0,-39393.56,-5.820766091346741e-11,1,0,0,1,10.581383014687349
332,200930.45,0.0,0.0,276313.89,477244.34,0,-200930.45,0.0,1,0,0,1,12.210719084096098
208,218777.52,1358.0,0.0,0.0,218777.52,0,-217419.52,0.0,1,0,0,1,12.295815172864357
378,205157.67,15423.0,0.0,560596.13,765753.8,0,-189734.67,0.0,1,0,0,1,12.231538958737017
14,26604.72,5545.0,0.0,4829403.65,4856008.37,0,-21059.72,0.0,1,0,0,1,10.188881509246507
157,649391.99,0.0,0.0,10969594.12,11618986.11,0,-649391.99,0.0,1,0,0,1,13.383793344013009
403,137820.77,17988.0,0.0,423309.15,561129.92,0,-119832.76999999999,0.0,1,0,0,1,11.833716607667215
251,381881.96,5675.0,0.0,131289.1,513171.06,0,-376206.96,5.820766091346741e-11,1,0,0,1,12.852869453207937
520,1003643.86,0.0,0.0,1581681.4,2585325.26,0,-1003643.86,0.0,1,0,1,0,13.81914879155873
299,29338.95,0.0,0.0,3542806.97,3572145.91,0,-29338.95,0.01000000024214387,1,0,0,1,10.286705347537374
189,306271.97,0.0,0.0,1704245.33,2010517.31,0,-306271.97,-0.010000000009313226,1,0,0,1,12.63223204211004
158,21913.36,0.0,0.0,138349.43,160262.79,0,-21913.36,-2.9103830456733704e-11,1,0,0,1,9.994897408684743
396,1863089.31,57261.31,0.0,26643670.3,28506759.61,0,-1805828.0,0.0,1,0,1,0,14.437747123985849
60,45807.51,45807.51,0.0,0.0,0.0,0,0.0,45807.51,0,1,1,0,10.732225160702395
322,581079.14,21313.0,0.0,0.0,581079.14,0,-559766.14,0.0,1,0,0,1,13.272643960917472
208,134861.82,134861.82,0.0,0.0,134861.82,0,0.0,0.0,0,0,0,1,11.812013392643879
182,29474.68,0.0,0.0,435499.73,464974.41,0,-29474.68,0.0,1,0,0,1,10.291320795538097
164,282919.6,0.0,0.0,4401755.07,4684674.67,0,-282919.6,0.0,1,0,0,1,12.552921571888524
95,146501.9,0.0,0.0,337081.35,483583.25,0,-146501.9,0.0,1,0,0,1,11.894800502465179
257,44561.37,5053.0,0.0,12192114.18,12236675.55,0,-39508.37,-1.862645149230957e-09,1,0,0,1,10.704645059901345
285,345172.0,0.0,0.0,3427314.19,3772486.19,0,-345172.0,0.0,1,0,0,1,12.751801019605185
403,298428.55,0.0,0.0,1045299.86,1343728.41,0,-298428.55,0.0,1,0,0,1,12.606289170558913
543,74436.56,74436.56,0.0,0.0,0.0,0,0.0,74436.56,0,1,1,0,11.21771593214267
298,706144.47,0.0,0.0,1062997.14,1769141.61,0,-706144.47,-2.3283064365386963e-10,1,0,1,0,13.467576543409013
334,72312.49,25260.0,0.0,0.0,72312.49,0,-47052.490000000005,0.0,1,0,0,1,11.1887659744214
155,270870.65,224325.0,0.0,344192.8,615063.46,0,-46545.65000000002,-0.010000000009313226,1,0,0,1,12.509400371434081
236,85564.67,0.0,0.0,94335.86,179900.53,0,-85564.67,0.0,1,0,0,1,11.357039430285342
281,188717.02,2163.0,0.0,734487.99,923205.0,0,-186554.02,0.010000000009313226,1,0,1,0,12.148009222292732
306,519169.12,0.0,0.0,8431143.81,8950312.92,0,-519169.12,0.009999999776482582,1,0,1,0,13.159986892638907
185,253268.86,59433.0,0.0,0.0,253268.86,0,-193835.86,0.0,1,0,1,0,12.44221083956927
211,98833.93,178198.0,79364.07,0.0,98833.93,0,0.0,0.0,0,0,0,1,11.501206363764654
592,213343.86,29817.0,0.0,94347.74,307691.6,0,-183526.86,0.0,1,0,0,1,12.27066519645811
43,85356.16,56528.74,0.0,163614.97,248971.13,0,-28827.420000000006,0.0,1,0,0,1,11.35459961456929
13,34790.59,0.0,0.0,6161671.42,6196462.01,0,-34790.59,0.0,1,0,0,1,10.457130969889805
19,303923.19,61104.0,0.0,0.0,70249.79,0,-242819.19,233673.40000000002,1,1,0,1,12.624533574289243
186,130932.08,0.0,0.0,264449.48,395381.56,0,-130932.08,0.0,1,0,0,1,11.782441631965582
376,157275.62,0.0,0.0,3174789.29,3332064.91,0,-157275.62,0.0,1,0,0,1,11.965761444814365
330,160719.75,0.0,0.0,175725.04,336444.79,0,-160719.75,5.820766091346741e-11,1,0,0,1,11.987423665978675
429,183217.84,222967.0,39749.16,136326.99,319544.82,0,0.0,0.009999999951105565,0,0,1,0,12.118436564362606
594,171397.44,0.0,0.0,213144.44,384541.88,0,-171397.44,0.0,1,0,0,1,12.051746183587477
140,42841.68,0.0,0.0,1207753.95,1529498.29,0,-42841.68,-278902.66000000015,1,1,0,1,10.665290080961668
252,97542.29,0.0,0.0,171726.56,269268.85,0,-97542.29,0.0,1,0,0,1,11.488051558447104
331,230228.45,0.0,0.0,4867099.62,5580939.26,0,-230228.45,-483611.1899999995,1,1,0,1,12.34683169932013
234,259053.45,0.0,0.0,858548.39,1117601.84,0,-259053.45,0.0,1,0,0,1,12.464793550246327
426,68915.27,0.0,0.0,140376.17,209291.43,0,-68915.27,0.010000000009313226,1,0,0,1,11.140647568457611
265,881187.51,881187.51,0.0,0.0,0.0,0,0.0,881187.51,0,1,1,0,13.68902685478764
162,203260.99,13980.0,0.0,251325.42,454586.41,0,-189280.99,5.820766091346741e-11,1,0,0,1,12.222251017060048
137,267915.69,0.0,0.0,1161653.1,1429568.79,0,-267915.69,0.0,1,0,0,1,12.49843135295761
321,75710.16,31589.0,0.0,0.0,75710.16,0,-44121.16,0.0,1,0,0,1,11.234680852601956
395,75787.36,30132.0,0.0,20732.43,96519.79,0,-45655.36,1.4551915228366852e-11,1,0,0,1,11.235699997833335
14,171410.64,0.0,0.0,194234.79,446647.92,0,-171410.64,-81002.48999999993,1,1,0,1,12.0518231941585
355,92209.37,559.0,0.0,493017.55,585226.92,0,-91650.37,-1.1641532182693481e-10,1,0,0,1,11.431827876105118
42,269786.66,203607.0,0.0,20678.76,290465.42,0,-66179.65999999997,0.0,1,0,0,1,12.505390484126401
231,222078.67,30229.0,0.0,195878.2,417956.88,0,-191849.67,-0.010000000009313226,1,0,0,1,12.310791470348464
306,177267.55,40655.0,0.0,15372565.89,15549833.44,0,-136612.55,1.862645149230957e-09,1,0,0,1,12.085421093361356
185,2545.01,26624.1,24079.09,89019.55,91564.56,0,-3.637978807091713e-12,0.0,0,0,0,1,7.842282706839411
138,65940.34,20653.0,0.0,29750892.06,31034554.52,0,-45287.34,-1217722.120000001,1,1,0,1,11.096520837923642
153,11037.89,0.0,0.0,498351.98,509389.87,0,-11037.89,0.0,1,0,0,1,9.309179771297991
380,13929.76,2761.0,0.0,72954.77,86884.53,0,-11168.76,0.0,1,0,0,1,9.54185462379241
369,89596.79,89596.79,0.0,0.0,89596.79,0,0.0,0.0,0,0,0,1,11.40308593348026
232,131647.06,1298.0,0.0,23774.12,155421.18,0,-130349.06,0.0,1,0,0,1,11.787887428773342
374,50202.7,106391.0,56188.3,240557.84,290760.54,0,0.0,0.0,0,0,0,1,10.823844008143011
161,127748.66,2271.0,0.0,515354.84,643103.5,0,-125477.66,0.0,1,0,0,1,11.75782784661427
202,410731.38,0.0,0.0,3241968.26,3652699.64,0,-410731.38,-4.656612873077393e-10,1,0,0,1,12.925697137840027
230,161843.86,57497.0,0.0,3278784.23,3440628.09,0,-104346.85999999999,0.0,1,0,0,1,11.994393501049668
14,144310.81,40144.0,0.0,680283.27,824594.08,0,-104166.81,1.1641532182693481e-10,1,0,0,1,11.879731584794818
330,236947.04,0.0,0.0,350858.62,587805.67,0,-236947.04,-0.010000000009313226,1,0,1,0,12.375596155574225
330,42862.12,6078.0,0.0,0.0,42862.12,0,-36784.12,0.0,1,0,0,1,10.66576706152512
163,161151.62,160393.0,0.0,0.0,161151.62,0,-758.6199999999953,0.0,1,0,0,1,11.990107145256008
212,4953893.08,4953893.08,4953893.08,0.0,0.0,1,-4953893.08,4953893.08,1,1,1,0,15.415684508100409
328,163969.21,0.0,0.0,714241.89,878211.1,0,-163969.21,0.0,1,0,0,1,12.007440043965177
284,32720.32,49959.0,17238.68,2232625.35,2265345.67,0,0.0,0.0,0,0,0,1,10.395782132201242
189,34922.41,61991.0,27068.59,0.0,34922.41,0,-3.637978807091713e-12,0.0,0,0,0,1,10.460912656961401
394,1685359.75,0.0,0.0,1933132.72,3618492.47,0,-1685359.75,-4.656612873077393e-10,1,0,1,0,14.337490193809034
14,105725.88,21792.0,0.0,375.0,842844.84,0,-83933.88,-736743.96,1,1,0,1,11.568614444164147
332,41800.13,0.0,0.0,685111.26,726911.38,0,-41800.13,0.010000000009313226,1,0,0,1,10.640678651640272
165,285182.61,0.0,0.0,525013.44,810196.05,0,-285182.61,-1.1641532182693481e-10,1,0,0,1,12.560888497427706
306,182772.26,39603.0,0.0,544535.53,727307.79,0,-143169.26,0.0,1,0,0,1,12.116001647214684
370,37765.46,0.0,0.0,2443403.32,2481168.78,0,-37765.46,0.0,1,0,0,1,10.53917668613531
259,72782.82,72782.82,0.0,0.0,0.0,0,0.0,72782.82,0,1,1,0,11.195248956735723
353,95103.04,10648.0,0.0,4887210.69,4982313.72,0,-84455.04,0.010000000707805157,1,0,0,1,11.462726729229482
298,2475411.06,0.0,0.0,9318165.63,11793576.68,0,-2475411.06,0.010000001639127731,1,0,1,0,14.721917429016079
156,613298.68,307451.84,0.0,0.0,613298.68,0,-305846.84,0.0,1,0,0,1,13.326608969846452
307,454259.99,0.0,0.0,1863262.37,2317522.37,0,-454259.99,-0.009999999776482582,1,0,0,1,13.026427179691677
372,103865.38,0.0,0.0,131044.12,234909.5,0,-103865.38,0.0,1,0,0,1,11.55086054435816
404,207113.52,125393.63,0.0,5200787.88,5407901.4,0,-81719.88999999998,-9.313225746154785e-10,1,0,0,1,12.24102715598347
129,1274398.86,0.0,0.0,4377796.82,5652195.68,0,-1274398.86,9.313225746154785e-10,1,0,1,0,14.057985927722351
17,135120.13,188.0,0.0,1403786.59,1538906.73,0,-134932.13,-0.009999999776482582,1,0,0,1,11.813926914383362
138,87552.91,0.0,0.0,5508153.02,5595705.93,0,-87552.91,0.0,1,0,0,1,11.380009996910935
140,146951.17,0.0,0.0,900738.01,1047689.18,0,-146951.17,0.0,1,0,0,1,11.89786243866556
320,767879.02,767879.02,0.0,302527.93,1070406.95,0,0.0,0.0,0,0,0,1,13.551388775967242
129,1204413.71,0.0,0.0,7215832.83,8420246.54,0,-1204413.71,0.0,1,0,1,0,14.001504289065446
282,481.9,481.9,0.0,0.0,481.9,0,0.0,0.0,0,0,0,1,6.179809592879496
330,435624.75,142722.0,0.0,117666.02,553290.77,0,-292902.75,0.0,1,0,0,1,12.984538782159719
330,272408.56,31816.0,0.0,187181.44,459590.0,0,-240592.56,0.0,1,0,0,1,12.515061948089535
41,1473223.03,0.0,0.0,1925169.42,3398392.45,0,-1473223.03,0.0,1,0,1,0,14.202963774850916
420,418866.33,512266.0,93399.67,0.0,418866.33,0,-1.4551915228366852e-11,0.0,0,0,0,1,12.945309513920009
202,123010.02,15615.0,0.0,582313.51,705323.52,0,-107395.02,0.010000000009313226,1,0,0,1,11.720029223837232
351,99394.05,0.0,0.0,1773682.13,1873076.17,0,-99394.05,0.010000000009313226,1,0,1,0,11.506857592611908
218,957432.32,957432.32,0.0,0.0,0.0,0,0.0,957432.32,0,1,1,0,13.7720113579253
234,164033.45,35.0,0.0,0.0,164033.45,0,-163998.45,0.0,1,0,0,1,12.007831745722228
365,93581.19,93581.19,0.0,0.0,0.0,0,0.0,93581.19,0,1,1,0,11.446595366582793
202,367880.87,74833.0,0.0,1955397.43,2323278.3,0,-293047.87,0.0,1,0,0,1,12.815517160183012
18,47710.97,0.0,0.0,373733.14,421444.12,0,-47710.97,-0.010000000009313226,1,0,1,0,10.772937588791631
690,189949.37,49745.0,0.0,1855231.31,2045180.68,0,-140204.37,2.3283064365386963e-10,1,0,0,1,12.154518106494896
301,82665.47,82665.47,0.0,0.0,0.0,0,0.0,82665.47,0,1,1,0,11.322569357443921
328,2295974.76,288293.73,0.0,12202762.37,14498737.13,0,-2007681.0299999998,-1.862645149230957e-09,1,0,1,0,14.646668478874574
300,274176.82,0.0,0.0,691703.49,965880.31,0,-274176.82,0.0,1,0,0,1,12.521532152977175
350,63232.07,1521.0,0.0,219596.28,282828.35,0,-61711.07,0.0,1,0,0,1,11.054582702776107
351,9772559.35,9772559.35,0.0,0.0,0.0,0,0.0,9772559.35,0,1,1,0,16.09508905212263
303,217067.95,64357.0,0.0,106527.94,323595.89,0,-152710.95,0.0,1,0,1,0,12.287970323988802
10,2061716.65,209.0,0.0,157629.39,2280466.35,0,-2061507.65,-61120.310000000056,1,1,1,0,14.539050004018362
323,2184116.99,0.0,0.0,14610920.79,16795037.78,0,-2184116.99,0.0,1,0,1,0,14.596722639112924
540,13945.89,48517.81,34571.92,1416909.17,1430855.06,0,0.0,-2.3283064365386963e-10,0,0,0,1,9.543011823326804
369,15900.0,0.0,0.0,278996.03,294896.04,0,-15900.0,-0.009999999951105565,1,0,0,1,9.674137279312397
725,873322.61,873322.61,0.0,258993.92,1132316.53,0,0.0,0.0,0,0,0,1,13.680061453419405
354,245428.29,0.0,0.0,3684674.84,3930103.13,0,-245428.29,0.0,1,0,1,0,12.410764160289789
257,4514.07,5055.0,540.93,0.0,4514.07,0,3.410605131648481e-13,0.0,0,0,0,1,8.41517596960687
235,72699.25,39083.48,0.0,83564.0,156263.26,0,-33615.77,-0.010000000009313226,1,0,0,1,11.194100102305244
234,216417.4,1036.0,0.0,0.0,216417.4,0,-215381.4,0.0,1,0,0,1,12.284968850066244
355,343705.71,80.0,0.0,16219.66,359925.37,0,-343625.71,0.0,1,0,0,1,12.747543985487043
140,247267.13,554558.04,307290.91,1088995.09,1336262.21,0,5.820766091346741e-11,0.01000000024214387,0,0,1,0,12.418228573389213
9,21922.0,21922.0,0.0,1929861.61,2046918.8,0,0.0,-95135.18999999994,0,1,0,1,9.995291593011165
321,351268.75,351268.75,0.0,767889.35,1119158.1,0,0.0,0.0,0,0,0,1,12.769309725807378
211,174973.11,24581.97,0.0,1109182.32,1329044.49,0,-150391.13999999998,-44889.05999999982,1,1,0,1,12.072393299103885
283,99502.75,0.0,0.0,943736.7,1043239.45,0,-99502.75,0.0,1,0,0,1,11.507950610878703
228,284430.32,597508.0,313077.68,242278.29,526708.61,0,0.0,0.0,0,0,0,1,12.558247097430014
12,208207.47,21992.0,0.0,1394585.09,1819464.79,0,-186215.47,-216672.22999999998,1,1,0,1,12.246295116372018
540,148369.16,0.0,0.0,886937.69,1035306.85,0,-148369.16,0.0,1,0,0,1,11.907465511329375
203,45655.64,202067.0,156411.36,0.0,45655.64,0,0.0,0.0,0,0,0,1,10.728904329991082
355,280402.71,0.0,0.0,2312951.47,2593354.18,0,-280402.71,0.0,1,0,1,0,12.543985665153473
540,1050141.58,0.0,0.0,1866466.47,2916608.05,0,-1050141.58,0.0,1,0,1,0,13.864436503391204
201,239163.52,0.0,0.0,347448.38,586611.91,0,-239163.52,-0.010000000009313226,1,0,1,0,12.384906962297766
451,7792209.97,0.0,0.0,11679719.71,19471929.67,0,-7792209.97,0.009999997913837433,1,0,1,0,15.86863519914332
613,170486.7,170486.7,0.0,337632.83,508119.54,0,0.0,-0.009999999951105565,0,0,0,1,12.046418432340975
185,37839.72,27936.0,0.0,7124543.6,7162383.32,0,-9903.720000000001,-9.313225746154785e-10,1,0,0,1,10.541141050468939
299,220023.36,0.0,0.0,281052.19,501075.55,0,-220023.36,0.0,1,0,0,1,12.301493546477413
210,311011.14,0.0,0.0,2816672.9,3127684.04,0,-311011.14,0.0,1,0,0,1,12.647587225769286
520,5469910.99,5469910.99,0.0,0.0,0.0,0,0.0,5469910.99,0,1,1,0,15.514773084689201
597,88099.88,88099.88,0.0,0.0,0.0,0,0.0,88099.88,0,1,1,0,11.386237800523647
36,120588.61,0.0,0.0,1519794.24,1640382.85,0,-120588.61,0.0,1,0,0,1,11.700148406993396
9,31592.12,351792.0,320199.88,729827.47,1948647.28,0,0.0,-1187227.69,0,1,0,1,10.360694654351246
235,142952.33,15398.0,0.0,4942709.13,5085661.46,0,-127554.32999999999,0.0,1,0,0,1,11.870273492337478
157,285592.4,6547.96,0.0,1272600.25,1558192.65,0,-279044.44,0.0,1,0,0,1,12.562324399936847
231,174823.22,0.0,0.0,267564.14,442387.36,0,-174823.22,0.0,1,0,1,0,12.071536290957653
13,33530.61,0.0,0.0,255023.12,288553.73,0,-33530.61,0.0,1,0,0,1,10.420243855008971
252,271812.74,26349.0,0.0,0.0,271812.74,0,-245463.74,0.0,1,0,0,1,12.512872331297856
202,253008.84,50230.0,0.0,5766632.82,6019641.66,0,-202778.84,0.0,1,0,0,1,12.441183660233966
35,164459.79,30354.0,0.0,0.0,164459.79,0,-134105.79,0.0,1,0,0,1,12.01042746211301
280,128296.61,185088.0,56791.39,0.0,128296.61,0,0.0,0.0,0,0,0,1,11.7621079222151
235,244012.05,0.0,0.0,429860.39,673872.44,0,-244012.05,0.0,1,0,1,0,12.404976986451699
252,33208.49,0.0,0.0,2102266.26,2135474.75,0,-33208.49,0.0,1,0,0,1,10.41059095743264
264,320930.32,0.0,0.0,1623115.07,1944045.39,0,-320930.32,2.3283064365386963e-10,1,0,1,0,12.678982422833927
282,10866.64,50435.0,39568.36,1803041.7,1813908.33,0,0.0,0.009999999776482582,0,0,0,1,9.293544845227634
177,124944.08,0.0,0.0,384836.02,509780.1,0,-124944.08,5.820766091346741e-11,1,0,1,0,11.735629559737554
189,16066.21,0.0,0.0,19158.99,35225.2,0,-16066.21,0.0,1,0,1,0,9.68453582822617
256,245638.03,20711.0,0.0,157051.07,402689.11,0,-224927.03,-0.010000000009313226,1,0,0,1,12.411618379567276
402,91264.98,0.0,0.0,741280.26,832545.25,0,-91264.98,-0.010000000009313226,1,0,0,1,11.421533379400117
710,23134.17,23134.17,0.0,0.0,23134.17,0,0.0,0.0,0,0,0,1,10.049109249487865
402,212791.94,15997.0,0.0,206919.9,419711.84,0,-196794.94,-5.820766091346741e-11,1,0,0,1,12.26807485920754
43,50535.5,733.0,0.0,28670.03,79205.52,0,-49802.5,0.00999999999476131,1,0,0,1,10.830451126466587
36,133423.45,0.0,0.0,9266185.62,9399609.07,0,-133423.45,-1.862645149230957e-09,1,0,0,1,11.80129067902764
235,359252.45,6062.0,0.0,955838.4,1315090.86,0,-353190.45,-0.010000000009313226,1,0,0,1,12.791783407235451
140,156415.09,0.0,0.0,362894.85,519309.93,0,-156415.09,0.009999999951105565,1,0,0,1,11.9602749790397
617,543920.26,0.0,0.0,10764780.97,11308701.23,0,-543920.26,0.0,1,0,1,0,13.206559772714794
611,1418168.85,1418168.85,0.0,0.0,0.0,0,0.0,1418168.85,0,1,1,0,14.164877760283222
189,104960.78,122.0,0.0,2587951.28,2692912.05,0,-104838.78,0.009999999776482582,1,0,0,1,11.56135156287558
207,33448.97,23182.0,0.0,26740.38,60189.35,0,-10266.970000000001,7.275957614183426e-12,1,0,0,1,10.417806168694986
378,283457.02,0.0,0.0,1071823.67,1355280.69,0,-283457.02,0.0,1,0,1,0,12.554819313583963
12,8677.0,8677.0,0.0,225127.62,233804.62,0,0.0,0.0,0,0,0,1,9.068546366358296
325,167135.61,206483.0,39347.39,3793883.83,3961019.44,0,1.4551915228366852e-11,0.0,0,0,0,1,12.026566780951747
209,251224.22,33828.0,0.0,245247.32,496471.54,0,-217396.22,5.820766091346741e-11,1,0,0,1,12.434105106625802
202,240205.66,25448.0,0.0,579347.81,819553.47,0,-214757.66,1.1641532182693481e-10,1,0,0,1,12.389254915137892
305,10000000.0,112118.0,0.0,0.0,13260143.36,0,-9887882.0,-3260143.3599999994,1,1,1,0,16.118095750958314
34,82810.66,253999.0,171188.34,312781.48,395592.14,0,0.0,0.0,0,0,0,1,11.324324151715008
225,743759.09,0.0,0.0,4336574.28,5080333.36,0,-743759.09,0.009999999776482582,1,0,1,0,13.519473802136508
260,75128.05,0.0,0.0,174595.47,249723.52,0,-75128.05,2.9103830456733704e-11,1,0,0,1,11.22696258053416
130,170062.29,21439.0,0.0,144973.35,522619.46,0,-148623.29,-207583.82,1,1,0,1,12.043925940865787
254,34890.92,0.0,0.0,415911.38,450802.3,0,-34890.92,0.0,1,0,0,1,10.460010562761303
16,257079.7,62095.0,0.0,0.0,342444.62,0,-194984.7,-85364.91999999998,1,1,0,1,12.457145322369332
566,2202575.1,2202575.1,0.0,0.0,0.0,0,0.0,2202575.1,0,1,1,0,14.605138187841435
231,206206.21,0.0,0.0,1849432.54,2055638.74,0,-206206.21,0.010000000009313226,1,0,0,1,12.236636816006074
399,51850.88,0.0,0.0,1430075.82,1481926.7,0,-51850.88,0.0,1,0,0,1,10.856146471438153
141,110616.38,0.0,0.0,213846.95,324463.33,0,-110616.38,0.0,1,0,0,1,11.61383249858187
13,272887.69,340.0,0.0,0.0,272887.69,0,-272547.69,0.0,1,0,0,1,12.516819262085324
8,68202.95,0.0,0.0,1961259.77,7233342.46,0,-68202.95,-5203879.74,1,1,0,1,11.13025776004294
164,62497.8,244984.0,182486.2,324042.41,386540.21,0,0.0,-5.820766091346741e-11,0,0,0,1,11.042902635540171
251,24804.02,0.0,0.0,627133.84,651937.85,0,-24804.02,0.010000000009313226,1,0,0,1,10.118801331023878
373,178079.6,16216.0,0.0,173506.9,351586.5,0,-161863.6,0.0,1,0,0,1,12.089991535775933
328,153575.33,0.0,0.0,2912372.28,3065947.61,0,-153575.33,0.0,1,0,0,1,11.941952986258343
354,6486924.73,0.0,0.0,7461896.19,13948820.92,0,-6486924.73,1.862645149230957e-09,1,0,1,0,15.685299283077702
201,336911.04,2002.0,0.0,0.0,336911.04,0,-334909.04,0.0,1,0,0,1,12.72757716636367
396,59996.12,59996.12,0.0,0.0,59996.12,0,0.0,0.0,0,0,0,1,11.0020518400522
34,214665.33,0.0,0.0,366419.68,974930.17,0,-214665.33,-393845.16000000003,1,1,1,0,12.27684014809417
40,53668.07,152861.0,99192.93,8887.89,62555.97,0,0.0,-0.010000000002037268,0,0,0,1,10.890592136904475
163,240259.78,0.0,0.0,2208292.16,2448551.94,0,-240259.78,0.0,1,0,0,1,12.389480195753073
629,93884.26,93884.26,0.0,1439275.59,1533159.85,0,0.0,0.0,0,0,0,1,11.449828677368552
373,292865.24,0.0,0.0,2449120.43,2741985.67,0,-292865.24,0.0,1,0,0,1,12.587471264991454
305,5126564.46,101742.0,0.0,0.0,5126564.46,0,-5024822.46,0.0,1,0,1,0,15.449946491956435
261,37663.8,1548.0,0.0,360331.63,397995.43,0,-36115.8,0.0,1,0,0,1,10.53648125027623
322,198474.36,0.0,0.0,11726076.12,11924550.48,0,-198474.36,-1.862645149230957e-09,1,0,0,1,12.198420240422127
694,59551.14,157419.0,97867.86,0.0,59551.14,0,0.0,0.0,0,0,0,1,10.994607510325833
157,326278.81,0.0,0.0,3301053.21,3627332.02,0,-326278.81,0.0,1,0,1,0,12.695510605092416
9,255750.72,0.0,0.0,824722.96,1283418.15,0,-255750.72,-202944.46999999997,1,1,1,0,12.451962409108951
404,21001.02,0.0,0.0,3767001.03,3788002.06,0,-21001.02,-0.01000000024214387,1,0,0,1,9.952373902555744
324,229524.51,2377.0,0.0,0.0,229524.51,0,-227147.51,0.0,1,0,0,1,12.343769456989609
187,287254.3,0.0,0.0,352159.03,639413.32,0,-287254.3,0.010000000125728548,1,0,0,1,12.568126646367594
185,16293.89,0.0,0.0,1629760.65,1646054.55,0,-16293.89,-0.01000000024214387,1,0,0,1,9.698606840711902
669,57658.26,57658.26,0.0,0.0,0.0,0,0.0,57658.26,0,1,1,0,10.962306137256414
46,14342.55,77.0,0.0,5474.72,19817.27,0,-14265.55,0.0,1,0,1,0,9.571055642790625
301,361203.35,0.0,0.0,474678.09,835881.44,0,-361203.35,0.0,1,0,0,1,12.797199143641818
33,42660.55,0.0,0.0,111731.42,154391.97,0,-42660.55,0.0,1,0,0,1,10.661053325167442
202,258775.86,20991.0,0.0,223233.64,482009.5,0,-237784.86,0.0,1,0,0,1,12.463721424937452
520,3283695.97,3283695.97,0.0,154559.87,3438255.84,0,0.0,4.656612873077393e-10,0,0,0,1,15.004480470631844
130,64772.76,0.0,0.0,1212012.55,1276785.31,0,-64772.76,0.0,1,0,0,1,11.078655862059119
137,37235.98,0.0,0.0,81071.95,118307.93,0,-37235.98,0.0,1,0,0,1,10.525057632506444
41,176353.94,14185.0,0.0,0.0,176353.94,0,-162168.94,0.0,1,0,0,1,12.080253947747048
157,672312.97,0.0,0.0,1789860.1,2462173.08,0,-672312.97,-0.009999999776482582,1,0,1,0,13.418480727655192
138,33017.69,9626.0,0.0,3681564.22,3714581.91,0,-23391.690000000002,0.0,1,0,0,1,10.404829043761628
160,516019.04,988.0,0.0,146332.56,662351.6,0,-515031.04,0.0,1,0,1,0,13.153900880918858
471,504344.93,504344.93,0.0,0.0,0.0,0,0.0,504344.93,0,1,1,0,13.131017680657617
61,37720.99,37720.99,0.0,0.0,0.0,0,0.0,37720.99,0,1,1,0,10.53799849251379
130,265014.97,150775.0,0.0,15506063.21,15771078.18,0,-114239.96999999997,1.862645149230957e-09,1,0,0,1,12.487545367303492
404,136989.3,69468.0,0.0,570435.15,707424.45,0,-67521.29999999999,0.0,1,0,0,1,11.827665399383909
322,230060.52,0.0,0.0,10503638.78,10733699.3,0,-230060.52,-1.862645149230957e-09,1,0,0,1,12.346102030400269
462,46190.9,46190.9,0.0,0.0,0.0,0,0.0,46190.9,0,1,1,0,10.740559737023338
156,269163.24,104840.0,0.0,178841.02,448004.26,0,-164323.24,0.0,1,0,0,1,12.503077029890322
304,157598.88,16367.0,0.0,0.0,157598.88,0,-141231.88,0.0,1,0,0,1,11.967814694984305
348,111789.89,0.0,0.0,4241160.83,4352950.72,0,-111789.89,0.0,1,0,0,1,11.624385351588794
210,88918.62,8005.0,0.0,68998.66,157917.27,0,-80913.62,0.010000000009313226,1,0,0,1,11.395488094564728
378,55525.4,0.0,0.0,305387.07,360912.47,0,-55525.4,5.820766091346741e-11,1,0,0,1,10.924613862312391
